                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     76,                 0.5766,                0.53674,                0.95152,                0.95003,                0.92077,                0.97168,                0.84989,                0.57253,                0.48188,                0.93244,             0.00092674,             0.00092674,             0.00092674
                     77,                0.58003,                0.54246,                0.96313,                0.96832,                0.93724,                0.97546,                0.86618,                0.52425,                0.46863,                0.90129,             0.00092575,             0.00092575,             0.00092575
                     78,                0.56785,                0.54086,                 0.9716,                0.96989,                0.86519,                 0.9527,                0.84826,                0.56763,                0.61541,                0.93926,             0.00092476,             0.00092476,             0.00092476
                     79,                0.54485,                0.50329,                0.93723,                0.96268,                0.91897,                 0.9699,                 0.8848,                0.50329,                0.51478,                 0.8874,             0.00092377,             0.00092377,             0.00092377
                     80,                0.54866,                0.49937,                 0.9509,                0.92299,                0.94923,                0.97064,                0.86174,                0.50388,                0.46985,                0.89029,             0.00092278,             0.00092278,             0.00092278
                     81,                0.54437,                0.49172,                0.94759,                 0.9125,                0.93877,                0.97702,                0.86157,                0.52849,                0.51629,                0.90733,             0.00092179,             0.00092179,             0.00092179
                     82,                0.55072,                0.51439,                0.94938,                 0.9262,                 0.9565,                0.98019,                0.86481,                0.50127,                0.46855,                0.89639,              0.0009208,              0.0009208,              0.0009208
                     83,                0.56753,                0.48907,                0.95776,                0.98596,                0.92466,                0.98665,                0.88098,                0.50003,                0.41364,                 0.9081,             0.00091981,             0.00091981,             0.00091981
                     84,                0.54401,                0.51594,                0.95962,                 0.9815,                0.93739,                0.98978,                0.88079,                0.51462,                0.41501,                0.90655,             0.00091882,             0.00091882,             0.00091882
                     85,                0.56591,                0.53738,                0.96319,                0.97326,                0.94447,                0.99237,                0.88395,                0.52882,                0.43444,                 0.9124,             0.00091783,             0.00091783,             0.00091783
                     86,                0.54847,                0.49472,                0.94143,                 0.9589,                0.95948,                0.97849,                0.87251,                0.56426,                0.45708,                0.92075,             0.00091684,             0.00091684,             0.00091684
                     87,                0.58493,                0.53519,                0.95811,                0.98181,                0.95525,                0.98009,                0.86792,                 0.5425,                0.44349,                0.91022,             0.00091585,             0.00091585,             0.00091585
                     88,                0.56125,                0.50398,                0.95339,                0.98508,                0.92519,                0.97336,                0.86189,                0.51691,                0.42994,                0.91118,             0.00091486,             0.00091486,             0.00091486
